id,cor_x,cor_y
10117,128.486784,35.643627
10117,128.483473,35.643668
10117,128.483523,35.646371
10118,128.483473,35.643668
10118,128.486784,35.643627
10118,128.486734,35.640924
10118,128.483423,35.640965
10118,128.483473,35.643668
10119,128.483423,35.640965
10119,128.486734,35.640924
10119,128.486684,35.638221
10119,128.483373,35.638262
10119,128.483423,35.640965
10120,128.483373,35.638262
10120,128.486684,35.638221
10120,128.486634,35.635518
10120,128.483323,35.635559
10120,128.483373,35.638262
10121,128.483323,35.635559
10121,128.486634,35.635518
10121,128.486584,35.632815
10121,128.483273,35.632856
10121,128.483323,35.635559
10193,128.491522,35.897699
10193,128.494844,35.897657
10193,128.494793,35.894954
10193,128.491471,35.894996
10193,128.491522,35.897699
10194,128.491471,35.894996
10194,128.494793,35.894954
10194,128.494742,35.892252
10194,128.491421,35.892293
10194,128.491471,35.894996
10195,128.491421,35.892293
10195,128.494742,35.892252
10195,128.494691,35.889549
10195,128.49137,35.88959
10195,128.491421,35.892293
10196,128.49137,35.88959
10196,128.494691,35.889549
10196,128.494641,35.886846
10196,128.491319,35.886887
10196,128.49137,35.88959
10197,128.491319,35.886887
10197,128.494641,35.886846
10197,128.49459,35.884143
10197,128.491268,35.884184
10197,128.491319,35.886887
10198,128.491268,35.884184
10198,128.49459,35.884143
10198,128.494539,35.88144
10198,128.491218,35.881482
10198,128.491268,35.884184
10199,128.491218,35.881482
10199,128.494539,35.88144
10199,128.494488,35.878737
10199,128.491167,35.878779
10199,128.491218,35.881482
10200,128.491167,35.878779
10200,128.494488,35.878737
10200,128.494437,35.876035
10200,128.491116,35.876076
10200,128.491167,35.878779
10201,128.491116,35.876076
10201,128.494437,35.876035
10201,128.494387,35.873332
10201,128.491066,35.873373
10201,128.491116,35.876076
10202,128.491066,35.873373
10202,128.494387,35.873332
10202,128.494336,35.870629
10202,128.491015,35.87067
10202,128.491066,35.873373
10203,128.491015,35.87067
10203,128.494336,35.870629
10203,128.494285,35.867926
10203,128.490965,35.867967
10203,128.491015,35.87067
10204,128.490965,35.867967
10204,128.494285,35.867926
10204,128.494234,35.865223
10204,128.490914,35.865265
10204,128.490965,35.867967
10205,128.490914,35.865265
10205,128.494234,35.865223
10205,128.494184,35.86252
10205,128.490863,35.862562
10205,128.490914,35.865265
10206,128.490863,35.862562
10206,128.494184,35.86252
10206,128.494133,35.859818
10206,128.490813,35.859859
10206,128.490863,35.862562
10207,128.490813,35.859859
10207,128.494133,35.859818
10207,128.494082,35.857115
10207,128.490762,35.857156
10207,128.490813,35.859859
10208,128.490762,35.857156
10208,128.494082,35.857115
10208,128.494031,35.854412
10208,128.490711,35.854453
10208,128.490762,35.857156
10209,128.490711,35.854453
10209,128.494031,35.854412
10209,128.493981,35.851709
10209,128.490661,35.85175
10209,128.490711,35.854453
10210,128.490661,35.85175
10210,128.493981,35.851709
10210,128.49393,35.849006
10210,128.49061,35.849047
10210,128.490661,35.85175
10211,128.49061,35.849047
10211,128.49393,35.849006
10211,128.493879,35.846303
10211,128.49056,35.846345
10211,128.49061,35.849047
10212,128.49056,35.846345
10212,128.493879,35.846303
10212,128.493829,35.843601
10212,128.490509,35.843642
10212,128.49056,35.846345
10213,128.490509,35.843642
10213,128.493829,35.843601
10213,128.493778,35.840898
10213,128.490458,35.840939
10213,128.490509,35.843642
10214,128.490458,35.840939
10214,128.493778,35.840898
10214,128.493727,35.838195
10214,128.490408,35.838236
10214,128.490458,35.840939
10215,128.490408,35.838236
10215,128.493727,35.838195
10215,128.493677,35.835492
10215,128.490357,35.835533
10215,128.490408,35.838236
10216,128.490357,35.835533
10216,128.493677,35.835492
10216,128.493626,35.832789
10216,128.490307,35.83283
10216,128.490357,35.835533
10217,128.490307,35.83283
10217,128.493626,35.832789
10217,128.493575,35.830086
10217,128.490256,35.830127
10217,128.490307,35.83283
10218,128.490256,35.830127
10218,128.493575,35.830086
10218,128.493525,35.827383
10218,128.490206,35.827425
10218,128.490256,35.830127
10219,128.490206,35.827425
10219,128.493525,35.827383
10219,128.493474,35.824681
10219,128.490155,35.824722
10219,128.490206,35.827425
10220,128.490155,35.824722
10220,128.493474,35.824681
10220,128.493423,35.821978
10220,128.490105,35.822019
10220,128.490155,35.824722
10221,128.490105,35.822019
10221,128.493423,35.821978
10221,128.493373,35.819275
10221,128.490054,35.819316
10221,128.490105,35.822019
10222,128.490054,35.819316
10222,128.493373,35.819275
10222,128.493322,35.816572
10222,128.490004,35.816613
10222,128.490054,35.819316
10223,128.490004,35.816613
10223,128.493322,35.816572
10223,128.493271,35.813869
10223,128.489953,35.81391
10223,128.490004,35.816613
10224,128.489953,35.81391
10224,128.493271,35.813869
10224,128.493221,35.811166
10224,128.489903,35.811207
10224,128.489953,35.81391
10225,128.489903,35.811207
10225,128.493221,35.811166
10225,128.49317,35.808463
10225,128.489852,35.808505
10225,128.489903,35.811207
10226,128.489852,35.808505
10226,128.49317,35.808463
10226,128.49312,35.805761
10226,128.489802,35.805802
10226,128.489852,35.808505
10227,128.489802,35.805802
10227,128.49312,35.805761
10227,128.493069,35.803058
10227,128.489751,35.803099
10227,128.489802,35.805802
10228,128.489751,35.803099
10228,128.493069,35.803058
10228,128.493018,35.800355
10228,128.489701,35.800396
10228,128.489751,35.803099
10229,128.489701,35.800396
10229,128.493018,35.800355
10229,128.492968,35.797652
10229,128.48965,35.797693
10229,128.489701,35.800396
10230,128.48965,35.797693
10230,128.492968,35.797652
10230,128.492917,35.794949
10230,128.4896,35.79499
10230,128.48965,35.797693
10231,128.4896,35.79499
10231,128.492917,35.794949
10231,128.492867,35.792246
10231,128.489549,35.792287
10231,128.4896,35.79499
10232,128.489549,35.792287
10232,128.492867,35.792246
10232,128.492816,35.789543
10232,128.489499,35.789584
10232,128.489549,35.792287
10233,128.489499,35.789584
10233,128.492816,35.789543
10233,128.492766,35.78684
10233,128.489448,35.786882
10233,128.489499,35.789584
10234,128.489448,35.786882
10234,128.492766,35.78684
10234,128.492715,35.784138
10234,128.489398,35.784179
10234,128.489448,35.786882
10235,128.489398,35.784179
10235,128.492715,35.784138
10235,128.492664,35.781435
10235,128.489347,35.781476
10235,128.489398,35.784179
10236,128.489347,35.781476
10236,128.492664,35.781435
10236,128.492614,35.778732
10236,128.489297,35.778773
10236,128.489347,35.781476
10237,128.489297,35.778773
10237,128.492614,35.778732
10237,128.492563,35.776029
10237,128.489247,35.77607
10237,128.489297,35.778773
10238,128.489247,35.77607
10238,128.492563,35.776029
10238,128.492513,35.773326
10238,128.489196,35.773367
10238,128.489247,35.77607
10239,128.489196,35.773367
10239,128.492513,35.773326
10239,128.492462,35.770623
10239,128.489146,35.770664
10239,128.489196,35.773367
10240,128.489146,35.770664
10240,128.492462,35.770623
10240,128.492412,35.76792
10240,128.489095,35.767961
10240,128.489146,35.770664
10241,128.489095,35.767961
10241,128.492412,35.76792
10241,128.492361,35.765217
10241,128.489045,35.765258
10241,128.489095,35.767961
10242,128.489045,35.765258
10242,128.492361,35.765217
10242,128.492311,35.762514
10242,128.488995,35.762556
10242,128.489045,35.765258
10243,128.488995,35.762556
10243,128.492311,35.762514
10243,128.49226,35.759812
10243,128.488944,35.759853
10243,128.488995,35.762556
10244,128.488944,35.759853
10244,128.49226,35.759812
10244,128.49221,35.757109
10244,128.488894,35.75715
10244,128.488944,35.759853
10245,128.488894,35.75715
10245,128.49221,35.757109
10245,128.492159,35.754406
10245,128.488844,35.754447
10245,128.488894,35.75715
10246,128.488844,35.754447
10246,128.492159,35.754406
10246,128.492109,35.751703
10246,128.488793,35.751744
10246,128.488844,35.754447
10247,128.488793,35.751744
10247,128.492109,35.751703
10247,128.492059,35.749
10247,128.488743,35.749041
10247,128.488793,35.751744
10248,128.488743,35.749041
10248,128.492059,35.749
10248,128.492008,35.746297
10248,128.488692,35.746338
10248,128.488743,35.749041
10249,128.488692,35.746338
10249,128.492008,35.746297
10249,128.491958,35.743594
10249,128.488642,35.743635
10249,128.488692,35.746338
10250,128.488642,35.743635
10250,128.491958,35.743594
10250,128.491907,35.740891
10250,128.488592,35.740932
10250,128.488642,35.743635
10251,128.488592,35.740932
10251,128.491907,35.740891
10251,128.491857,35.738188
10251,128.488541,35.738229
10251,128.488592,35.740932
10252,128.488541,35.738229
10252,128.491857,35.738188
10252,128.491806,35.735486
10252,128.488491,35.735527
10252,128.488541,35.738229
10253,128.488491,35.735527
10253,128.491806,35.735486
10253,128.491756,35.732783
10253,128.488441,35.732824
10253,128.488491,35.735527
10254,128.488441,35.732824
10254,128.491756,35.732783
10254,128.491705,35.73008
10254,128.488391,35.730121
10254,128.488441,35.732824
10255,128.488391,35.730121
10255,128.491705,35.73008
10255,128.491655,35.727377
10255,128.48834,35.727418
10255,128.488391,35.730121
10256,128.48834,35.727418
10256,128.491655,35.727377
10256,128.491605,35.724674
10256,128.48829,35.724715
10256,128.48834,35.727418
10257,128.48829,35.724715
10257,128.491605,35.724674
10257,128.491554,35.721971
10257,128.48824,35.722012
10257,128.48829,35.724715
10258,128.48824,35.722012
10258,128.491554,35.721971
10258,128.491504,35.719268
10258,128.488189,35.719309
10258,128.48824,35.722012
10259,128.488189,35.719309
10259,128.491504,35.719268
10259,128.491453,35.716565
10259,128.488139,35.716606
10259,128.488189,35.719309
10260,128.488139,35.716606
10260,128.491453,35.716565
10260,128.491403,35.713862
10260,128.488089,35.713903
10260,128.488139,35.716606
10261,128.488089,35.713903
10261,128.491403,35.713862
10261,128.491353,35.711159
10261,128.488039,35.7112
10261,128.488089,35.713903
10262,128.488039,35.7112
10262,128.491353,35.711159
10262,128.491302,35.708456
10262,128.487988,35.708497
10262,128.488039,35.7112
10263,128.487988,35.708497
10263,128.491302,35.708456
10263,128.491252,35.705754
10263,128.487938,35.705795
10263,128.487988,35.708497
10264,128.487938,35.705795
10264,128.491252,35.705754
10264,128.491202,35.703051
10264,128.487888,35.703092
10264,128.487938,35.705795
10265,128.487888,35.703092
10265,128.491202,35.703051
10265,128.491151,35.700348
10265,128.487838,35.700389
10265,128.487888,35.703092
10266,128.487838,35.700389
10266,128.491151,35.700348
10266,128.491101,35.697645
10266,128.487787,35.697686
10266,128.487838,35.700389
10267,128.487787,35.697686
10267,128.491101,35.697645
10267,128.491051,35.694942
10267,128.487737,35.694983
10267,128.487787,35.697686
10268,128.487737,35.694983
10268,128.491051,35.694942
10268,128.491,35.692239
10268,128.487687,35.69228
10268,128.487737,35.694983
10269,128.487687,35.69228
10269,128.491,35.692239
10269,128.49095,35.689536
10269,128.487637,35.689577
10269,128.487687,35.69228
10270,128.487637,35.689577
10270,128.49095,35.689536
10270,128.4909,35.686833
10270,128.487587,35.686874
10270,128.487637,35.689577
10271,128.487587,35.686874
10271,128.4909,35.686833
10271,128.490849,35.68413
10271,128.487536,35.684171
10271,128.487587,35.686874
10272,128.487536,35.684171
10272,128.490849,35.68413
10272,128.490799,35.681427
10272,128.487486,35.681468
10272,128.487536,35.684171
10273,128.487486,35.681468
10273,128.490799,35.681427
10273,128.490749,35.678724
10273,128.487436,35.678765
10273,128.487486,35.681468
10274,128.487436,35.678765
10274,128.490749,35.678724
10274,128.490699,35.676021
10274,128.487386,35.676062
10274,128.487436,35.678765
10275,128.487386,35.676062
10275,128.490699,35.676021
10275,128.490648,35.673318
10275,128.487336,35.673359
10275,128.487386,35.676062
10276,128.487336,35.673359
10276,128.490648,35.673318
10276,128.490598,35.670616
10276,128.487286,35.670656
10276,128.487336,35.673359
10277,128.487286,35.670656
10277,128.490598,35.670616
10277,128.490548,35.667913
10277,128.487235,35.667954
10277,128.487286,35.670656
10278,128.487235,35.667954
10278,128.490548,35.667913
10278,128.490498,35.66521
10278,128.487185,35.665251
10278,128.487235,35.667954
10279,128.487185,35.665251
10279,128.490498,35.66521
10279,128.490447,35.662507
10279,128.487135,35.662548
10279,128.487185,35.665251
10280,128.487135,35.662548
10280,128.490447,35.662507
10280,128.490397,35.659804
10280,128.487085,35.659845
10280,128.487135,35.662548
10281,128.487085,35.659845
10281,128.490397,35.659804
10281,128.490347,35.657101
10281,128.487035,35.657142
10281,128.487085,35.659845
10282,128.487035,35.657142
10282,128.490347,35.657101
10282,128.490297,35.654398
10282,128.486985,35.654439
10282,128.487035,35.657142
10283,128.486985,35.654439
10283,128.490297,35.654398
10283,128.490246,35.651695
10283,128.486935,35.651736
10283,128.486985,35.654439
10284,128.486935,35.651736
10284,128.490246,35.651695
10284,128.490196,35.648992
10284,128.486885,35.649033
10284,128.486935,35.651736
10285,128.486885,35.649033
10285,128.490196,35.648992
10285,128.490146,35.646289
10285,128.486835,35.64633
10285,128.486885,35.649033
10286,128.486835,35.64633
10286,128.490146,35.646289
10286,128.490096,35.643586
10286,128.486784,35.643627
10286,128.486835,35.64633
10287,128.486784,35.643627
10287,128.490096,35.643586
10287,128.490046,35.640883
10287,128.486734,35.640924
10287,128.486784,35.643627
10288,128.486734,35.640924
10288,128.490046,35.640883
10288,128.489995,35.63818
10288,128.486684,35.638221
10288,128.486734,35.640924
10289,128.486684,35.638221
10289,128.489995,35.63818
10289,128.489945,35.635477
10289,128.486634,35.635518
10289,128.486684,35.638221
10290,128.486634,35.635518
10290,128.489945,35.635477
10290,128.489895,35.632774
10290,128.486584,35.632815
10290,128.486634,35.635518
10363,128.494793,35.894954
10363,128.498115,35.894913
10363,128.498064,35.89221
10363,128.494742,35.892252
10363,128.494793,35.894954
10364,128.494742,35.892252
10364,128.498064,35.89221
10364,128.498013,35.889507
10364,128.494691,35.889549
10364,128.494742,35.892252
10365,128.494691,35.889549
10365,128.498013,35.889507
10365,128.497962,35.886805
10365,128.494641,35.886846
10365,128.494691,35.889549
10366,128.494641,35.886846
10366,128.497962,35.886805
10366,128.497911,35.884102
10366,128.49459,35.884143
10366,128.494641,35.886846
10367,128.49459,35.884143
10367,128.497911,35.884102
10367,128.49786,35.881399
10367,128.494539,35.88144
10367,128.49459,35.884143
10368,128.494539,35.88144
10368,128.49786,35.881399
10368,128.497809,35.878696
10368,128.494488,35.878737
10368,128.494539,35.88144
10369,128.494488,35.878737
10369,128.497809,35.878696
10369,128.497758,35.875993
10369,128.494437,35.876035
10369,128.494488,35.878737
10370,128.494437,35.876035
10370,128.497758,35.875993
10370,128.497707,35.87329
10370,128.494387,35.873332
10370,128.494437,35.876035
10371,128.494387,35.873332
10371,128.497707,35.87329
10371,128.497657,35.870588
10371,128.494336,35.870629
10371,128.494387,35.873332
10372,128.494336,35.870629
10372,128.497657,35.870588
10372,128.497606,35.867885
10372,128.494285,35.867926
10372,128.494336,35.870629
10373,128.494285,35.867926
10373,128.497606,35.867885
10373,128.497555,35.865182
10373,128.494234,35.865223
10373,128.494285,35.867926
10374,128.494234,35.865223
10374,128.497555,35.865182
10374,128.497504,35.862479
10374,128.494184,35.86252
10374,128.494234,35.865223
10375,128.494184,35.86252
10375,128.497504,35.862479
10375,128.497453,35.859776
10375,128.494133,35.859818
10375,128.494184,35.86252
10376,128.494133,35.859818
10376,128.497453,35.859776
10376,128.497402,35.857073
10376,128.494082,35.857115
10376,128.494133,35.859818
10377,128.494082,35.857115
10377,128.497402,35.857073
10377,128.497351,35.854371
10377,128.494031,35.854412
10377,128.494082,35.857115
10378,128.494031,35.854412
10378,128.497351,35.854371
10378,128.497301,35.851668
10378,128.493981,35.851709
10378,128.494031,35.854412
10379,128.493981,35.851709
10379,128.497301,35.851668
10379,128.49725,35.848965
10379,128.49393,35.849006
10379,128.493981,35.851709
10380,128.49393,35.849006
10380,128.49725,35.848965
10380,128.497199,35.846262
10380,128.493879,35.846303
10380,128.49393,35.849006
10381,128.493879,35.846303
10381,128.497199,35.846262
10381,128.497148,35.843559
