id,used_area,agri_land,forest,grass,wet_land,barren,water
3335.0,0.08388372356066498,0.01935552046222079,0.015335404519316228,0.1363980194181501,0.0,0.05437253714979923,0.6906547948898487
3336.0,0.0,0.0,0.0,0.2226657343440254,0.0,0.0,0.7773342656559746
3337.0,0.0,0.0,0.0,0.7256856388458666,0.0,0.0,0.2743143611541334
3338.0,0.0,0.0,0.0,0.7970910081349568,0.0,0.002683738723719831,0.20022525314132344
3339.0,0.0,0.0,0.0,0.6459837844477201,0.018723506815239998,0.0033231456150831277,0.33196956312195686
3340.0,0.0,0.0,0.0,0.45920902934415225,0.0,0.0,0.5407909706558478
3341.0,0.0,0.0,0.0,0.19137980538282442,0.0,0.0,0.8086201946171755
3342.0,0.0,0.0,0.010877439866912916,0.08261939798735388,0.0,0.0,0.9065031621457332
3343.0,0.0,0.0,0.32479005313603404,0.03624148429851389,0.0,0.0,0.638968462565452
3344.0,0.0,0.0,0.6439224755995587,0.14201231508267165,0.0,0.0,0.21406520931776954
3504.0,0.0,0.0,0.0,0.024765211097531544,0.0,0.0,0.9752347889024685
3505.0,0.0,0.05023272296001995,0.0,0.8267886332743332,0.0,0.034709148088684506,0.08826949567696242
3506.0,0.01364152620061183,0.5988226868693038,0.0,0.3059145753141844,0.0,0.08162121161590002,0.0
3507.0,0.1471512438253334,0.5522639167856969,0.053091635976859466,0.09009803428906087,0.0,0.1573951691230495,0.0
3508.0,0.0770950348921296,0.4389009253431554,0.19398067251452863,0.2001954186826979,0.007704159680666225,0.08212378888682223,0.0
3509.0,0.13300160496080507,0.41440964190534163,0.025086524594676505,0.33969157244098824,0.0,0.08781065609818858,0.0
3510.0,0.09180759675825517,0.16274387183302275,0.13513475597028388,0.53443095114494,0.0,0.07588282429349832,0.0
3511.0,0.04439516429336498,0.12845762120339524,0.06904581278649945,0.5503074049480945,0.04444208539502674,0.05111795224327006,0.11223395913034918
3512.0,0.01138514118130624,0.006923820991248122,0.0,0.34370766146408793,0.14173662639529583,0.0007218936704925156,0.4955248562975693
3513.0,0.0,0.0,0.0038100493784085218,0.09188830705813114,0.0,0.0,0.9043016435634603
3514.0,0.0,0.0,0.3366478046098286,0.05968985304910929,0.0,0.0,0.6036623423410622
3515.0,0.0,0.0,0.8746343635726409,0.04182384820526259,0.0,0.0,0.08354178822209654
3673.0,0.0,0.0,0.0,0.22159646385072163,0.0,0.0,0.7784035361492783
3674.0,0.03031949996157263,0.4250501440421257,0.008364139072243117,0.4076772695610426,0.0,0.1285889473630159,0.0
3675.0,0.11825196916591153,0.3564357736647025,0.2696591980623975,0.19557070740905969,0.0,0.060082351697928645,0.0
3676.0,0.018180244743799416,0.029624269661989968,0.7594222813983825,0.19256472146055148,0.0,0.00020848273527666278,0.0
3677.0,0.013409366194844192,0.04353041045039752,0.8633377939411652,0.07972242941359309,0.0,0.0,0.0
3678.0,0.001605208903137997,0.029617500031241608,0.9318022712327108,0.036197622131243584,0.0,0.0007773977016662028,0.0
3679.0,0.0,0.0,0.9839921026718471,0.016007897328152887,0.0,0.0,0.0
3680.0,0.025838311847766145,0.03892470105843908,0.7472294056015887,0.14012305485135773,0.007243708942808225,0.04064081769804009,0.0
3681.0,0.08011019766413376,0.27517049576326147,0.3592096469560288,0.2463050879279974,0.0,0.03920457168857857,0.0
3682.0,0.05832126102762328,0.08058809396392863,0.006285508765340444,0.7799774921574638,0.0004995273834668894,0.02706216356836037,0.04726595313381657
3683.0,0.0,0.0,0.0,0.4469102182162196,0.0,0.0,0.5530897817837804
3684.0,0.0,0.0,0.051193197598896754,0.036417530538123,0.0,0.0,0.9123892718629802
3685.0,0.07667621949136849,0.0,0.32258860564458264,0.25622208665936175,0.0,0.013171282543296536,0.33134180566139065
3842.0,0.0,0.0,0.0,0.1555324980673826,0.0006487686252270745,0.0,0.8438187333073903
3843.0,0.07846309233302778,0.20763596443367155,0.3059772115587031,0.34787096408951657,0.0,0.06005276758508092,0.0
3844.0,0.0029016882961320554,0.0007518326885057769,0.9884746179000998,0.007871861115262276,0.0,0.0,0.0
3845.0,0.00038007874115017975,0.0,0.9996199212588498,0.0,0.0,0.0,0.0
3846.0,0.0,0.0,0.9964447332824156,0.0,0.0,0.0035552667175844143,0.0
3847.0,0.0,0.0,0.997527493735472,0.0,0.0,0.0024725062645280585,0.0
3848.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3849.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3850.0,0.0,0.01395631774059613,0.9566464879899227,0.027869656817751103,0.0015275374517302249,0.0,0.0
3851.0,0.11388061094950713,0.14189318460517197,0.48263801710344423,0.2498515165082464,0.0020265198352170145,0.00971015099841318,0.0
3852.0,0.047745258782543626,0.0172227147982047,0.19590238693846793,0.7391296394807837,0.0,0.0,0.0
3853.0,0.002158131005183432,0.0,0.0,0.7697998922031076,0.0,0.0,0.22804197679170887
3854.0,0.0,0.0,0.0,0.10846874139781976,0.012619243285138351,0.0,0.878912015317042
3855.0,0.004942826218975161,0.18065457485781977,0.13508092724787907,0.1013608917964395,0.0,0.013549954411131323,0.5644108254677552
4011.0,0.0,0.0,0.0,0.2353428805754384,0.03857951766014894,0.0,0.7260776017644127
4012.0,0.0335135482918006,0.07223753004728135,0.6140206951505486,0.17403535525961802,0.0020107086448399396,0.03562981509730247,0.0685523475086091
4013.0,0.0,0.0,0.8944555239446622,0.10554447605533789,0.0,0.0,0.0
4014.0,0.00562970875755726,0.0,0.9943702912424428,0.0,0.0,0.0,0.0
4015.0,0.006175830968312417,0.0,0.9710858312251885,0.0,0.0,0.02273833780649894,0.0
4016.0,0.0018712276921960785,0.0,0.9776152878655131,0.009887687272631266,0.0,0.010625797169659593,0.0
4017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4018.0,0.0,0.0,0.9885014549739671,0.011498545026032946,0.0,0.0,0.0
4019.0,0.0,0.0,0.9929773001583119,0.007022699841688207,0.0,0.0,0.0
4020.0,0.015741974953878725,0.027136997405579042,0.8147679334008127,0.10907992093773389,0.0,0.03327317330199554,0.0
4021.0,0.066992000968294,0.6010292728799844,0.2715119646192103,0.0525259046510562,0.0,0.007940856881455086,0.0
4022.0,0.09117457327832577,0.13828919860538097,0.1882929461290171,0.5518325558421315,0.022372900287738452,0.0,0.008037825857406231
4023.0,0.013967855101357039,0.00011274761156131186,0.0,0.7522602499782232,0.013621041924953586,0.12249131213648039,0.0975467932474245
4024.0,0.009411755587697001,0.0,0.0,0.12487354213664789,0.002625557639893646,0.059992547714094145,0.8030965969216673
4025.0,0.020169178605210048,0.0,0.26577655960343416,0.04118925107649152,0.0,0.012891446968903753,0.6599735637459605
4180.0,0.0,0.0,0.0,0.667530352982845,0.06264665358643304,0.0,0.269822993430722
4181.0,0.1756606175950791,0.05708931793074882,0.04708794844735251,0.187322284939394,0.0,0.06436596672126281,0.4684738643661628
4182.0,0.03619866449876802,0.02703324547261336,0.7650220726502798,0.14776120671126516,0.0,0.023984810667073673,0.0
4183.0,0.0,0.0,0.9503740054477529,0.0496259945522471,0.0,0.0,0.0
4184.0,0.0,0.0,0.9768987208801643,0.008348491352655262,0.0,0.01475278776718042,0.0
4185.0,0.006011065397653493,0.0,0.9558149576098864,0.026756726700083965,0.0,0.011417250292376101,0.0
4186.0,0.0,0.0,0.9886953238366819,0.0,0.0,0.011304676163318058,0.0
4187.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4188.0,0.0,0.0,0.997061357405572,0.002938642594428101,0.0,0.0,0.0
4189.0,0.2756126150021098,0.27532212947428497,0.2854171195779451,0.11124865628184953,0.004868953070359113,0.047530526593451555,0.0
4190.0,0.029479337046900308,0.15149074637472495,0.8171074711158578,0.0019224454625168506,0.0,0.0,0.0
4191.0,0.0,0.019820632089307084,0.9788163278609985,0.001363040049694578,0.0,0.0,0.0
4192.0,0.06796272673165109,0.12556562778998284,0.2819607764348322,0.3293200806941082,0.0,0.19519078834942583,0.0
4193.0,0.005407847698755609,0.0,0.0,0.7222991070508108,0.007270191728197179,0.20970890626590952,0.05531394725632677
4194.0,0.0,0.0,0.0,0.20998512668656555,0.0,0.0026810949743917975,0.7873337783390426
4195.0,0.04388936758987336,0.0,0.08756944104300088,0.11861115396038155,0.0,0.023457428045570317,0.726472609361174
4215.0,0.0,0.0,0.0594522260129708,0.02155552972611006,0.000995030186313844,0.0,0.9179972140746053
4216.0,0.012927651134509634,0.019663596952873466,0.7882062954264968,0.11140363686382584,0.0,0.04904989205285752,0.018748927569436892
4350.0,0.01307109561497008,0.02400716549529738,0.0713028163896722,0.16034846775216965,0.017401172931013308,0.019241428805060672,0.6946278530118167
4351.0,0.060008946844787386,0.13561792761910912,0.5410230241682382,0.1530491338591393,0.0392472577206277,0.06741956234219278,0.0036341474459053984
4352.0,0.02741756719980549,0.0,0.8460432577940208,0.11189551763505497,0.012933037115923854,0.001710620255194915,0.0
4353.0,0.0139849885396706,0.0,0.9780951473882868,0.0,0.0,0.00791986407204253,0.0
4354.0,0.0018916614110423024,0.0,0.9578937114755183,0.03157460023113925,0.0,0.008640026882300178,0.0
4355.0,0.0032468862298376303,0.0,0.9897292033755705,0.0,0.0,0.007023910394591813,0.0
4356.0,0.0,0.0017747501969012315,0.9971406794726024,0.001084570330496342,0.0,0.0,0.0
4357.0,0.016857566822722728,0.3008703984364618,0.5110744727729113,0.16247144372659267,0.0,0.008726118241311672,0.0
4358.0,0.102481897536126,0.3531631788693173,0.1817322075979555,0.1705781995279619,0.023011812007410436,0.14030556898425187,0.02872713547697707
4359.0,0.0007915023943499055,0.0001255462509083866,0.969761950612618,0.029291976578969117,2.9024163154475656e-05,0.0,0.0
4360.0,0.0,0.0,0.9960313045846879,0.0039686954153120065,0.0,0.0,0.0
4361.0,0.01452201748509115,0.035201815203075255,0.7695044582682589,0.17633028948022952,0.0,0.0044414195633450705,0.0
4362.0,0.13379961773614962,0.030033288651263042,0.06093525295255727,0.6262270042570204,0.0,0.1490048364030097,0.0
4363.0,0.0030734822841376286,0.0,0.0,0.8033686307934786,0.0,0.12154326314554018,0.07201462377684363
4364.0,0.0,0.0,0.0,0.18579923224246084,0.0,0.007023251632211287,0.8071775161253278
4365.0,0.012014546263466144,0.0,0.03318003882459477,0.12802229678135038,0.0,0.0,0.8267831181305887
4383.0,0.0034559280074251968,0.0,0.0,0.4635585063786093,0.2303177169765481,0.0,0.3026678486374174
4384.0,0.0,0.0,0.0,0.14080932258213757,0.0,0.0,0.8591906774178624
4385.0,0.012953661258044182,0.23023331398826327,0.3359450202420122,0.1780189004769568,0.004002317899510923,0.02818183129350776,0.21066495484170494
4520.0,0.005736139027292385,0.0,0.5833119121672258,0.030092417800741993,0.0,0.05331375038735932,0.32754578061738066
4521.0,0.02546880737835432,0.0,0.9666532877012106,0.007877904920434983,0.0,0.0,0.0
4522.0,0.0,0.0,0.9751753058238238,0.024824694176176106,0.0,0.0,0.0
4523.0,0.0031855922718551097,0.0,0.9904020335533769,0.0,0.0,0.0064123741747680926,0.0
