loc_name,used_area,agri_land,forest,grass,wet_land,barren,water
상야분교(계양초등학교),0.5811058331258823,0.2800421463292735,0.0,0.05083342642339565,0.04649772187179906,0.008378943121745173,0.0331419291279045
새싹어린이공원,0.7668066321135774,0.014436829686901772,0.062452426226661924,0.11073209052085589,0.0,0.04557202145200307,0.0
서구보건소,0.8808866656958999,0.0015035619729954631,0.0,0.07696955972411161,0.0,0.040640212606993055,0.0
서림초등학교,0.8736464553070663,0.0,0.0,0.08571896102635432,0.0,0.04063458366657934,0.0
서운체육공원,0.6102767903178623,0.00610830848383603,0.0,0.22393155304708695,0.0,0.1219349612288417,0.03774838692237308
석남2동주민센터,0.9820181851791031,0.000838904705396636,0.0,0.013349539768164357,0.0,0.0037933703473358444,0.0
석남체육공원,0.9305833246896554,0.0029252931411829198,0.0,0.03396378060435827,0.0,0.03252760156480346,0.0
석바위공원,0.7902023728549651,0.0008077644045451756,0.030206065692443246,0.12594128044073122,0.0,0.05284251660731515,0.0
선학동주민센터(승기천),0.7137267240103266,0.0,0.0,0.12868944478174482,0.09736364844696432,0.03894296028248831,0.021277222478476
센트럴파크,0.5490062494576046,0.0,0.0,0.3661754026846014,0.0,0.004634088725974344,0.08018425913181969
소양초등학교,0.5021717501646953,0.12012453617549163,0.23667490595547636,0.0632174585436921,0.0,0.0778113491606447,0.0
송도자원환경센터주민편익시설,0.3907929592704251,0.0,0.0,0.31536351557632364,0.0,0.28898833944314545,0.004855185710105739
송현근린공원,0.5770540616621808,0.0,0.0,0.40339683548395516,0.0,0.016624701063356777,0.0029244017905073268
수도권매립지주민체육공원,0.14594269653460545,0.09993694279645275,0.0,0.6788633217073261,0.017127872493963758,0.01952538366241123,0.03860378280524053
수봉공원,0.5947257625887232,0.0014980772498699123,0.24153128074419083,0.14668997064093678,0.0,0.010666053227046859,0.00488885554923243
승기천제방(남동유수지),0.3910965504878736,0.0,0.13289225184235393,0.18988794965595715,0.16644142026778386,0.0,0.11968182774603148
승학체육공원,0.5276676769965809,0.01962192950954966,0.29273116256364723,0.14931313490068934,0.0,0.010666096029532843,0.0
시냇물공원,0.5588600055732768,0.0,0.0,0.37269443281481535,0.015195921832179389,0.022722634860144843,0.0305270049195838
신트리공원,0.722224663261518,0.0,0.0,0.2385257320275851,0.014742577590201924,0.017757615962402277,0.006749411158292563
십정녹지,0.8227628041007974,0.0,0.0,0.133952349098429,0.0,0.042075507692280106,0.0012093391084935451
아시아드근린공원(만국광장),0.36249220799139936,0.21048018424495876,0.03782080146287492,0.33835482263511085,0.02472809840575378,0.026123885259902415,0.0
어울근린공원,0.5089558486590652,0.0,0.0,0.4332579033991099,0.010524782904693475,0.04529782140144782,0.0019636436356838417
연수구보건소,0.7890104011385848,0.0,0.005495683279474367,0.15421133405680712,0.0,0.04353538336633881,0.007747198158794955
연안부두해양광장,0.6112529591616047,0.0,0.0,0.021533081545909005,0.02296053060795941,0.03231183467891658,0.31194159400561033
영마루공원,0.6470383867918823,0.08794651944562389,0.0,0.24770563558789144,0.0,0.017309458174602475,0.0
영종하늘도서관,0.34710607570085106,0.14885513171973377,0.11004030762512991,0.31126349504059453,0.0,0.08273498991369077,0.0
영흥보건지소,0.1650551107856526,0.36637980012464766,0.3112317189000998,0.09920791263713412,0.01652531395812485,0.041600143594341055,0.0
옛시민회관쉼터,0.8879760162009058,0.0,0.0,0.011450951825563181,0.0,0.10057303197353108,0.0
오봉근린공원,0.4962933976619409,0.2094906415499353,0.14546445379515696,0.12049731269778534,0.003892432732596771,0.02436176156258463,0.0
왕길근린공원,0.6774365967386449,0.011547855589250878,0.10385615680866139,0.1790430231388083,0.0,0.028116367724634484,0.0
용유초등학교,0.2277252361192369,0.371210791168733,0.261935449732464,0.07976798038904172,0.0062421358524812,0.05311840673804323,0.0
용정근린공원,0.6740632238780564,0.0027984876198630854,0.0,0.297546027423439,0.0021703979017654302,0.023180762819033893,0.00024110035784207843
운남근린공원,0.5842415209055958,0.08664879047930016,0.03834230452398712,0.21515056349742342,0.012093575778350948,0.06227377245896328,0.001249472356379207
운연동경로당,0.48236239460740893,0.31687868032459376,0.0746287713145944,0.09385265036151438,0.006025194655390646,0.023799377015368845,0.002452931721128911
원신근린공원,0.581382164875855,0.06128802824806217,0.09344498134519619,0.2416710470729801,0.0,0.022213778457906445,0.0
월미문화관,0.6398499802266863,0.006235377813269768,0.10967092706559514,0.22100641244634558,0.0025884502279921876,0.007292729200566896,0.013356123019544247
이화어린이공원,0.8282008007126039,0.0,0.0,0.1581762491808826,0.0,0.008165990426548891,0.005456959679964365
인천대공원,0.15782169036535712,0.0002270072548150227,0.3991017626401194,0.29275542499998997,0.0064665748354658,0.0015734529199302346,0.14205408698432254
인하대학교,0.7338085652637062,0.0,0.0,0.18805571683690353,0.0,0.0673759367355152,0.010759781163875002
일신놀이공원,0.7210983401180823,0.0006928548833075502,0.15208433793875037,0.08978158875751403,0.0,0.036342878302345845,0.0
자유공원,0.594118577603472,0.0,0.2340343676474644,0.13371085319875284,0.0,0.03813620155031079,0.0
전재울공원,0.49305325627293495,0.04476937156112816,0.14470540355310388,0.2862534184864458,0.0,0.026872742763982535,0.004345807362404628
주안체육공원,0.9015527657885262,0.0034897895749527214,0.0,0.06930918683731421,0.0,0.025648257799206986,0.0
진주체육공원,0.8283850702445565,0.0,0.0,0.11197712643808615,0.0,0.059637803317357414,0.0
청라1호문화공원,0.5016774984898471,0.010238017381445084,0.0,0.32238304375326,0.020236373678053015,0.10251462973445756,0.042950436962937336
학마을공원,0.7303437298087081,0.0,0.0,0.1689892164812927,0.0,0.10066705370999912,0.0
해서초등학교,0.6671329370069911,0.0038873148760350455,0.048129430979030406,0.160161778476081,0.0,0.12068853866186247,0.0
화도보건지소,0.3946559551206832,0.30647487533796036,0.16684388789040183,0.09653950773130625,0.00828873941760215,0.014807000070391456,0.012390034431655097
효성119안전센터,0.9105435704956456,0.007217490109736735,0.0,0.023847753337305738,0.0,0.05839118605731182,0.0
흥왕보건진료소,0.14751342207991563,0.6244465420848422,0.04384263120591316,0.14223681965661028,0.029114411735320523,0.012846173237398284,0.0
